sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021
47140.2,47941.6,43534.9,34929.3,29866.3,25220.4,24513.8,43014.8,60294.9,65127.7,58505.1,46383.6,37099.7,29677.1,24255,22674.8,41439.2,47502.4,49649.6,46631.1,44626.7,39579.3,36015.7,37060.7,32514,28185.9,25651.7,22082.9,20188.9,20236.1,35378.5,48200.8,41308.3,33916.7,36507.8,36440.3,27306.5,20238.9,14870.7,13206.8,12883.8,12295.4,11235.5,9996.32,9844.08,11706.5,14681.1,16001.8,16688.9,16345.7,14960.6,13641.9,13687.3,15759.8,18373.5,18468.8,17834.8,16636.2,15438.1,14231.1,12890.1,11887.2,12333.1,14652.2,17737.6,20219.5
50082.5,49660.3,43555.1,33685.9,29615,26210.7,23337.5,51899.9,67924.5,72072.2,63038.2,50328.9,39113.3,30135.5,24904.9,22368.8,55412.5,72849.5,74780.8,65984.2,54665,43567.9,36149.4,36331.7,30980.9,27625.6,27520.9,26524.5,27692.9,26971.3,38034,53255.5,47382.3,41446.1,46398.8,46042.8,37189.1,29136.5,23110.6,22181.8,22056.7,21165.9,19840.6,17907.7,16067.6,17774.1,23233.6,26710.4,27510.7,25972.5,23004.3,20149.2,19543.4,23057.3,25920.9,26667.8,26421.5,24877.5,22577.3,22657.5,21813.8,20832.9,22572.7,25137,28676.6,30929.1
54686.2,53940.8,47541.9,39039.6,32167.8,27394.6,23504.5,44551.4,65335.7,71824,63449.3,48925.3,37407.3,28991.4,24142.5,21001.6,53277.8,67641.6,66483.4,60216,56742.1,50639.9,44059.7,47042.1,44266.6,40317.4,37639,33144.8,29648,28685.5,37683.1,50942.8,44982.6,37611.6,42924.6,43052.3,35131.7,26653.8,19529.8,17076,16076.9,14827.7,13060.8,11044.7,10195.1,12385.6,16543.5,19720.1,20341.1,19229.4,17303.9,15098.6,15517,19457.9,23616.1,24602.9,23918.3,21847.5,20531.6,19564.8,18161.2,16986.7,16758,18175.5,18482.8,19186.3
45013.7,43767.8,38483.4,32467.1,27788.7,23932.4,20944.3,44736.7,70882.5,75916,65605.8,50766.7,38870.6,30152.4,24198.6,21583.4,48839.5,65556.1,69189.7,61778.9,53171.5,44100,41996.1,42064.6,36591.7,33276.6,31543.9,29144.9,29142.9,29604.8,32761.9,51948.1,49663,44099.7,45941.8,43391.8,34310.2,26305.3,20695.4,17809.1,17754,16795.8,15184.3,13685.9,12392.8,13412.6,16776.3,19581.1,20280.3,19077.1,16869.9,14940.1,14736,17694.1,21052.1,22255.9,22039.4,21855.4,21313.3,20118.3,18525.1,16567.6,19836.7,22301,22561.2,22915.4
46028.3,47862.8,44449.5,37872.4,31251,28824.3,26955.6,46222.5,65207.1,67334.8,57393.7,44176.9,33659.3,27891.1,24339.5,22895.8,48419.5,63070.6,65528.7,57719.2,48579.8,45747.8,43654.1,42857.4,35333.7,30305.1,29067.9,27360.4,25375.6,26418.1,41597,54752.4,45831.5,40272.1,45253.4,45896.8,35223.8,25567.3,18277.1,15773.3,15063.5,13494.6,12571.7,11279.3,10028.1,9885.43,13451.3,15316.4,16102.9,16408.8,15523,14281.7,14917.2,18180.7,20040.9,19518.9,18220.7,16691.4,16688.5,16748.9,16027,14910.8,14282.4,17587.5,19736,21211
50257.6,45323.8,37819.3,30632.3,25574.7,21467.3,18876.7,48235,71876.8,71032,60042.6,47510.7,37035.5,28807.2,23652.9,22714,52463.3,65706.9,67857.8,59692.4,48154.7,42807.6,41636.4,40102.3,33187.2,27627.4,23535.4,21357.3,19796.1,18993.1,37613,52122.3,43304.4,35311.7,35000,40244,30830.2,22372.7,16142.8,15542,14792.5,14057.9,12664,11027.8,9729.7,10087.5,14105.8,16615.3,18166.3,17620.1,15437.9,13140.6,13308.3,14393.3,17551,17854.5,17889.3,18270.8,18157.9,16902.5,15217.3,14056.2,17653.4,20649.7,22227.6,23263.5
47819.2,53382.6,51500.9,43945.7,37731.6,34425.3,32160.8,52727.8,75241.8,76900.8,65615.5,51550,41005.1,34003.7,28659.4,24822.3,55946.5,70636.1,71234.7,63789,52327.3,50742,48579,47895.1,41111.5,35329.2,31321.6,27723.6,27107.2,26980.5,44546.7,57407.2,48084.7,41973.3,43131.4,42025.9,32878.1,24959.5,18491.5,15836.4,14442.5,12781.7,11156.6,9433.2,8247.4,8527.27,12562.7,16521.3,17408.9,16328.4,14356.3,12769.1,12124.6,13916.7,17664.3,18386.1,18052,17574.9,16234.7,15132.2,13683.7,13884.9,15613.7,17984.4,19827.3,21300.9
46261.6,47714.3,42748.2,36237,30983.1,28566.2,25945.9,49509.1,70686.7,71818.1,60926.3,46456.5,36668,29574.5,25118.3,24744.6,45166.3,57604.2,58709.9,49877.7,40777.7,41410.8,40106.6,39503.2,32359.5,30866,28910.8,25722.6,23641.4,21992.9,38711.8,54238.9,46935.7,39450.5,39348.5,39870.9,30585.3,21914.5,15556.5,13958.2,14510.5,14549.5,13022.8,11557.4,10732.4,11183.6,13690.2,15845.1,15853.7,14611,12727.4,11148.2,11039.9,14438.4,17898.2,18088.1,17012.4,16617.4,15537.3,14245.3,13452.7,13111.5,15453.7,17697.5,19328.5,20731
44046.7,43714.4,39823.6,31938.4,26012,22158.8,19012.7,43275.2,65591.6,69600.9,59774.8,46566.6,36942.4,29671,23958.6,24737.2,54985,67139.5,64191.4,52975.2,46414,44906.8,45459.9,42407.7,34313.3,31006.1,31764.7,29839.8,26757,23131.7,37303,48865.4,39026.4,29709.1,32700.5,38531.3,31879.1,24706.1,18648.4,15419,13840,12006.4,10566.5,9121.13,8694.59,10518.8,12809.3,13838.6,13398.2,12436.2,10555.4,8887.06,8241.49,11275.2,15199.1,15444.6,14346.3,14026.3,14004.2,12901.4,11445.4,11127.3,12064.5,13535.8,14069.5,14937.5
54796,51551.9,44152.9,35280.5,29022.6,24429.4,23761.9,46876.2,68492.9,70787.9,63981.7,52063.3,40964.1,33296.1,27191,23054.6,52611.4,67723.6,68230.4,66241.3,58232,52129.4,51459.7,48002.6,37653.4,33906.4,33540.6,31728,31244.8,28802,46086,58748.1,50894.5,45493.3,43713.7,43572.3,33362.1,24909.2,18380.9,15591.9,15129.4,14104.3,12960.7,11308,9930.08,10418.2,14693.5,18072.6,18756,17771,15812.6,13952.7,14768.7,17039.8,19981.9,19710.2,18269.6,17129.3,17115,16160.6,14460.1,14744.5,17337.4,19725.2,21792.8,23406.4
60290,60673.4,51370,40519.8,31478.8,24918.9,22701.8,45296.5,66840.2,71272.5,60764.9,46065.1,35262.4,25663.1,19111.4,19526.3,49685,59988.4,61267.1,52672.8,41915.7,34321,38902.6,43553.5,39184.9,33247.3,28995,25421.2,24032.7,22597.6,41628.4,54346.7,44001.4,35545.4,35583.4,41449.3,33074.4,24848.1,18372.2,15676.4,14596.7,12985.4,11908.9,10602.8,9336.08,9547.97,14377.4,17810.9,18452,16991.1,14284.2,11808.1,10963.1,15231.7,18116.1,17976.8,16757,16049,15794.9,14445.6,14297.2,14212.9,15463.1,18760.8,21284.9,22738.7
58769.9,56738.6,49176.4,38709.1,32534.3,30168.2,28202.4,48193,70740.4,74780,65685.9,50907.3,40335.7,31018.7,25116.6,24863.5,53052.8,64041.6,69648.2,65954.9,58539.5,54274.1,54879.5,51703.8,42326.3,34625.4,30410.1,27037.7,25686.5,26214.5,38977.2,50538.3,40829.2,32954,33671.1,39065.4,32250,25898.8,20701.3,18833.6,17401.4,15494.6,13426.8,11427.3,10328.8,12873,16896.9,18725.3,18879.6,18097.9,16476.8,14914,14903.3,19167.1,21992.8,21723.7,20509.7,19432.4,18044.9,16263.1,15240.7,15448.7,18091.2,19866.9,20998.5,22095.9
55875.5,53388.2,48290.3,39424.3,32544.2,27526,24439.4,41454,54909.8,60462.7,53387.5,41014.7,32183.4,25050.9,19623,17310.8,43949.5,54262.2,57410.8,55677.6,47975.1,42136.2,45813.4,46002.4,36752.2,29759.7,27637.9,26114.9,23944,21868.7,37456,54163.4,47629.7,39630.7,35261.4,38150.1,30867.1,24478.3,18785.8,16577.3,16705.2,16212.4,14835.7,13205.9,11658.9,13024.3,17155.6,19653.7,20519.9,19585.8,17533.6,15569.5,15087.1,19378.6,22031.8,21447.6,20570.4,20608.1,19618.2,18611.8,17768.7,18128.5,18864.9,23296.4,26096.5,27513.4
54046.5,47209.4,38038.1,29665.4,25730.2,24989.1,23583.9,41464.9,57006.3,63816.9,56447,45735.8,36833.4,29083.8,24123.3,23076.7,47772.6,61662.6,64608.9,57253.3,46661.1,38413.4,42800.5,42847.9,35143.2,30942,29424.3,27823.2,25677.6,23917.3,40489.8,51895,46116.4,39580.5,36087.9,40563,33785.9,25815.6,19378.1,17426.2,16650.1,15615.8,14816.8,14096.5,12950.3,12889,14452.6,15880.1,15445.4,13913.6,11841.3,10553.5,10357.8,14270.9,17675.7,17659.1,17305,17235.8,16648.9,15459.5,14003.4,12602.1,13337.3,15656.3,18112.9,20050.5
68583.4,64022.7,55205.8,45833,37796.6,31721.5,28750.1,48362.9,72184.7,76533.9,67392.2,53058.9,40900.6,30781.4,25693.9,24930.9,45859.9,54211,63888.3,62609.4,52583.8,51226.8,48002.8,40926.6,33244.4,30691.8,29344.6,27884.6,28874.1,27599.2,41518,51282.1,43477.9,37478.8,37636.6,42226.4,34448.4,26978.5,19593.1,17186.3,16504.7,15318.8,13547.8,11643.6,11133.2,12945.1,17607.6,20386.1,20868,19815.3,17212.1,14609.2,15738.6,19258.4,22160,21732.6,20883.5,19381.7,18869.7,17999.4,16164,15936.5,19642,21206,20981,21256.6
38025.4,41651,41303.6,35858.8,30122.3,26749,24179.9,44921,64745.5,63876.7,53122.7,39257,29650.2,22881.7,17789.6,16036.9,33948.3,43350.7,50214.3,47453.9,41538.7,34724.5,32241.3,33475.9,28445.2,27499.6,26575.5,23518.8,19613.9,20518.1,35328.8,47931.8,38070.5,30424.8,30379.3,31948.2,25700.8,19609.2,13916.3,12223,11846.9,10733,9732.05,8567.48,7545.88,7933.59,11725.7,14008.7,14506.5,13527.7,11737.4,10176.3,9362.96,12208,15681.4,16490.5,16244.2,15176.7,14761.3,13783,12425.1,11631.8,12728.9,14272.5,15166.4,16241.4
41429.5,41954.4,40065.4,34103.1,29893.6,26365.1,23543.7,48353.9,69585.3,69287.1,58977.9,44593.4,33338,25941.4,20541.6,18513.2,46501.6,58660.9,57330.2,54364.7,48407.3,40869.2,34829,34613.6,29801.6,27702.7,26774,25502.9,22649.6,21227.1,33202,45800.2,39516.2,33467.8,33880,35721.8,29810.8,23378.5,16893.3,14365.4,13455.6,12228.8,10321.9,9088.17,8359.44,9947.85,12054.4,12975.6,13342.4,12741.8,11381.2,10002.1,9376.2,13481.8,16317.8,15692.5,14846.4,14859.5,14201.1,13176.9,11869.7,11057.9,11796.4,13685.7,15574.8,17201.8
53711.8,54677,49936.2,39528.6,32701.9,28659.6,25422.1,55474.1,76535.5,77208,65511.5,51517.7,39308.4,30041.5,24141.3,23297.3,56694.4,70788.3,75487.3,70566,59232.7,54682.6,49504.6,51991.1,48095.6,41700.6,37140.9,33663.5,30399.8,29077.3,40899.4,56861.8,51201.4,42696.5,38169.4,44046.7,36434.9,28392.9,22297.6,19608.5,18114.1,17278.2,15794.7,14514.6,13696.3,14824.3,17048.3,18917.6,18672.6,18136.9,17022.4,15063.7,14893,17733.6,20868.8,21257.9,21756.3,21836.3,20236.1,18400.8,16589.9,15928.3,17181.1,18048.8,18721,19773.9
42800.1,41512.9,35679.4,28572.9,23814.1,20744.5,18368.5,53554.3,73051.9,70163,59750.9,45996.6,35553.5,27681.4,25330.4,23720.5,54972.7,67783.7,66769.1,60326.4,49553.4,41329.5,38358.9,38783.9,35523.8,31732.2,30055.3,27712.9,24092.4,21708.6,35302.7,49655.3,46591.6,38909.3,38193.7,40131.9,32955.5,24922.3,18187.4,15057.9,15038.5,14444.5,12525.6,11134.9,10417.1,10998.2,14665.4,17745,17528.9,15788.1,13150.9,10902.6,10962.8,16084.2,19826.1,20263.4,19043.8,16823.3,15025.6,13666.1,12112.9,11532.4,13590.1,15650.7,17173.3,18528.6
46727.5,48811.4,44057.5,34994.1,30183.8,26607.5,24446.5,59926.7,78475.7,75458.4,62326.5,48494.6,39178.8,32083.9,28099.5,30162.6,57615.6,68403,68406.9,63185.7,56491.6,50898.8,45865.2,41394.7,34381.1,31302.1,27988.4,27364.6,29469.4,29749,43213.6,53634.2,43386.7,34220.3,36095.3,38040.3,30844.7,24694,18878.5,15853,16101.8,15439.4,13884.2,12320.3,11339.3,12838.8,15658.1,17934.5,18205.1,16613.3,14359.2,12693.8,12995.7,15080,17558.8,18546.9,18828.1,18046,17523.4,16344.4,14995.7,14333.1,18022.3,20928.1,21102.1,21320.2
55965.4,55310,49818.2,42403,36613,31405.6,27512.1,58266.2,73878.1,70493.5,60148.5,45483.8,35050.3,26870.4,21622.1,19830.4,52915.4,69338.1,70227,62328.6,50876.9,44444.5,38989.9,37604.3,39385.5,36800.3,34610.2,30283.4,25613,28590.2,36524.5,54045.9,47331.9,38857.8,44261.6,45783.5,34682.7,25659.1,19243.9,16849.7,16214.7,15183.8,13585.3,12600.6,11504,12000.7,14270.6,15732.4,15999.9,15364,14311.9,12961.2,12006.7,15503.5,18872.3,20369.4,20698.5,19611.6,18953.7,18577.3,17491.4,16195.4,15668.3,15984.7,16725.7,17786.1
48555.1,46832.5,39213.7,29632.3,24969.6,22566.2,20683.6,54487.5,73138.8,72404.5,59216,44874,33419.5,24740.9,20493.3,17957.8,47687.9,65348.7,67985.8,60972.6,52087.2,48017.5,42831.7,43093,38841.1,33172.3,29888.2,28038.7,25023.9,22312.5,34412.3,45946.9,40828.6,35745.8,39554.8,40282.4,31116.9,23795.9,17475.5,14615.8,13979.9,13042.6,11453.4,10356.1,9420.49,9485.43,13091.9,15430,16226.2,15343.8,13481.5,12101.3,13479.1,16082,17368.4,16204.5,15333.1,14569.2,14792.4,13637.2,12337.2,12320,13109.4,13302.1,13454.1,14251.6
62522.7,58164.2,48594.5,38702.3,30959.2,25282.8,22361.3,70068.6,94302.8,94411.1,82279.1,64188.9,50668.9,40413.2,32610.3,30397.6,64526,80110.2,84841.5,76912.9,65105.8,59560.8,54719.2,55102.9,46900.8,37783.5,35942.9,33002.6,30832,30306.3,43240.2,60669.6,54677,50261.8,46642.2,46569.1,38471,30951.3,26114.3,23591,22689.5,21744.9,19576.2,17242,14927.5,15672.1,18775.3,20845.5,21348,19921,17330.1,16267.2,16123.7,19044.1,22758,23151.8,22794.3,23863.3,22497.6,20762.1,18564.6,17421.8,16964.3,19822.2,20869.9,21789.4
40095.9,42112.6,37937.7,30677.1,24467.8,21025.5,18920.2,44533.1,59706.2,56921.7,49682,37677,28172.2,21318.2,18007.3,18793.8,43142,54220.4,59411.2,56035.4,47229.7,41446.5,40051.3,38862.2,33698.4,28214.5,27045.3,25356.4,22763.1,22648.8,34413.5,47180.7,39660.1,31731.1,28086.4,32613.3,26722.9,20609.6,14630.2,14026.8,14830.1,14892.1,13818.8,12728.4,11451,12869.3,16788.6,19413.5,20287,19341.7,17089.9,15223.7,15335,16390.9,19069.4,19175.3,18744.6,19117.1,18115.6,16252.1,14970.8,14629.9,16467.2,19028.1,20469.7,21614.5
49017.4,42534,34515.1,27570.5,23031.5,19603,18648.5,48851.1,66062.2,64899.7,53324.7,40074.3,31113.2,24064.1,20616.4,20887.2,44459.9,57460.2,61690,55110.9,45051.9,41316.7,41091.4,41254.6,32799.3,30512.8,31721.8,29230.7,26931.6,25171.1,26496.2,44342,39636,34519.8,31664.8,37955.4,30544.1,22744.8,17217.4,14514.4,13070.9,12442.8,11575.9,10642.3,10048.7,10823.3,13197.4,14101.6,13929.9,13154.1,12020.8,10621.6,10615.8,13055.4,16591.7,16805.2,15819.6,14899.8,14075.3,13871,12794.5,11842.8,13162.5,15552.8,16756.2,17784.2
45083,43541.9,39210.8,31567.3,25234.9,21044.8,20035.7,53169.1,72719.4,72193.5,59989.4,44291.5,33570.2,25618.7,20523.1,19099.9,46826.2,59726.4,61650.7,54356.3,44281.7,42147.7,40870.6,38003.2,31803.3,26585.7,25233.6,24145.3,22674.3,22285.3,25977.2,47651.9,45029.7,38981.8,35945.7,38514.9,31259.9,23936,18307.1,16600.9,15289.3,13604.4,11477.5,10365.1,9622.29,11027.9,13880.4,15875.2,16153.4,15139.8,13460.6,11882.5,12195.9,13605.6,16116.2,16728.1,16167,15604.6,15765.6,15459.5,14489.7,13696,15167.4,16874.4,19495.6,21473.3
43303.2,49573.4,47028.8,38227.7,31454.7,27184.4,24422.9,57425.7,76223.2,73891.7,62951.8,47758.8,36631.1,28818.5,23600.8,22158.8,48756.1,60880.5,60657.7,53971.5,44530.4,45488.9,43453.9,41999.6,34012.2,28123.1,29214.1,28889.3,27034.5,26901.5,30539.8,46859.9,42939.5,35832.3,31059.6,35558.2,28273.6,22402,16536.9,14162,13694.6,12602.1,11200.1,9898.95,9035.85,10604.3,14089.4,16660.9,16556.5,15217.8,13523.7,11575.3,10750,14563.5,18260.6,18308.5,16916.9,15771.7,14374,13284.3,12349,11504.6,12425.8,15388.6,17791.2,19417.5
56026.3,54903.4,48035.8,38300.6,32330.7,28478.4,26814.8,56932.2,74564.2,71793,61934.2,50210,39984.8,31322.9,25226.3,21799.4,58771.4,76046,77840.6,75130.2,66731,59252.6,52683.4,46813.5,41158.4,35290,32005.2,28087.6,27008.5,28667.7,38056.1,54979.9,51954.4,44418.8,38450,43603.5,37779.4,30140.3,23907.6,20362.7,17917.3,15562.6,13803.7,12694.4,11495.8,13689.2,17498,20460.4,20532.6,19781.9,17768.4,15463.3,15281.3,17256.7,22076.5,23974.4,24829.1,23801.1,22506,20438,17637.8,15906.3,17058.2,18592.6,18389.4,18632.9
52418.2,53307.5,49097.3,43333.6,37250.8,32872.8,28918,80285.7,108247,105572,90007.9,72699.4,58976.8,46402.3,40294.4,36417.8,68788.7,82513.9,81889.8,73163.5,61213.5,51216.6,52394.7,50130.7,43055.8,41794.6,39265.6,36751,35041.7,32674.9,33942.2,62629.9,64593.9,60004.2,53503.7,51445.8,42323.5,34489.1,26741.7,22787.5,20102.4,17288.4,14804.7,12863.5,11357.9,11766.5,15468.2,20346.3,22437.4,21963.1,19648.3,17007.4,15006.2,17611.4,22054.3,24180.3,24066.7,22320.1,21019.4,19813.3,17927.3,16600.8,19036,20774.5,20037.8,19854.9
33386.3,37635.8,37265.7,31279.5,25822,22546.5,21015.5,50847.3,68003.6,66343.7,54931.5,40961.8,31173,24244.1,19105.8,18220.9,43854.3,55976.8,56655.8,52881.8,48434.9,42835.6,43889.1,41921.5,34207.9,29607.1,28054.5,24796.2,21677.4,21681.1,26540.3,41679.6,36258.4,32067.3,29414.5,35129.8,29108.6,22505,16112.2,14111.6,12672.9,11456.1,9855.72,8549.57,7834.12,10423.4,13131.7,15188.8,15063.8,13907.6,12049.2,10596.5,9913.33,13672.5,16691.9,16552.9,15622.1,14586.7,13523.6,13046.4,11927.1,11789,14252.5,15847.4,15602.9,15719.5
50495.5,46961.7,38956.8,30708.1,27524.9,24324.5,22441.1,60632.6,82704,80488.2,66515,51923.9,39716.5,31408,26350.3,24322.4,51051,62350.3,62027.1,57512.9,48694.5,47184.9,44059.7,43592.6,37380.2,33914.5,31225.9,27007.6,24712.3,23596.5,37195.1,55713.9,48626.2,44190.2,40302.2,42192.7,33869.8,26244.8,20179.4,17743.7,16610.6,14881.9,12706.3,11896.5,11054.3,13244.9,17809.7,19813.9,19905.5,18275,15693,14089.1,12934.8,16237.4,18350.1,18056.6,18372.3,17913.6,17684.6,16914.7,15945.6,14955.7,16606.8,20453.8,22005.2,22711
42511.1,42728.9,37774.7,31921.1,27786.9,23060.5,20005.7,49607.8,66580.5,66395.2,54402.1,41602.6,32587.5,25962.7,21988,20069.1,47131.1,57731.3,57939.7,52166.4,42793.9,41585.9,38606.5,38726.3,32397.8,27690.5,25899.2,22455.2,20527.6,20653.7,23960,45477.3,39954.3,33818.2,30200.4,36673.8,29481.5,22103.3,15747.3,13626,12019.4,10527.4,9808.69,8731.22,7688.07,10503.5,15072.6,17211.9,17242.9,15736.6,13268.4,11411.3,11082.2,15854.2,17984.5,17253.8,16058.3,15207.6,14638.3,13430.4,12005.8,11598,14217.1,15855.5,18723.5,20755.7
45640.8,40962.3,38377.3,31845.7,26288.9,23151.4,22925.2,54947.6,76401.9,75613.5,62749.6,47621.1,37065.7,29317.4,25688.9,24621.4,52560.9,66042.5,67859,59602.1,50799,44571.2,38134,36455.9,29588.1,28471.5,27223.5,25250.8,22371.6,25374.5,32204.8,45835.7,40628.6,36000.3,37594.5,39059.3,31088.3,23388.1,17636.4,15424.5,13654,12145.3,10767.9,9738.61,8725.01,9731.52,13130.8,15174.1,15516.4,14491,12875.7,11441.7,11877.8,15088.7,16475.5,16066.3,15048.6,14509.3,14675.1,15168.6,14516.7,13969.3,13957.1,15037.7,16011.3,17128.6
54068.8,51567.2,43996.4,32963.3,27295.8,24914,24198.7,53605,71091.2,70345.1,58174.8,44912.8,33910.3,27204.5,22605.3,19762.8,46440.3,59007.1,57795.8,56870.5,50175.2,47641,42891.2,38987.9,31732.2,25681.3,24572.7,24080.6,21406.5,20846.9,32721.1,48288.1,40324.2,33093.2,32402.1,36350.1,31183.7,23199.2,17676,15212,14067.8,12978.2,11062.8,9336.03,8456.88,9818.66,12723.2,14199.3,13818.4,12343.4,11230.5,10294.3,10288.5,14645.8,16557.2,15484,14547.3,13833.1,13815.2,12844.5,11499.3,10153.8,11978.5,13844.7,14525.7,15317
37398,37674.5,34235.5,27288,22008,19191,20192,51518.7,67998.1,64378.8,51707.5,36569.3,25312.9,18943.5,16091.5,14706.1,43240.8,55367.5,55683.9,46803.3,45314.6,41366.9,37945.8,35264.4,27689.3,25489.8,26838.1,25048.9,23100,22869.2,27624.9,45531.6,41477,35017.4,36694.7,38149.3,28658,20824.6,15101.4,13903.1,12672.1,11433,10179.2,8935.2,8674.24,9520.62,13130.5,14813.2,15309.2,14536.7,12967.9,11185,10613.2,15296.6,18000.9,18189.2,16828.7,15130,14105.3,12729,11455.8,13210.1,16638.7,18503.2,19260.2,19810.4
43275.6,44661.3,43006.9,36969.3,31080.6,25710.2,24246.3,50159,69694.9,68994.9,59430,47964.7,36818.7,29611.4,25974.6,23428.2,46229.1,56168.6,56965.2,48613.7,52742.7,53603.1,53386.5,51113.6,42923,36951.3,33857.3,30685.7,27097.3,24446.2,35224.8,51686.9,45399.4,37732.1,39630.9,42123.1,34263.6,26745.6,19808.4,16772.5,16959.2,16069.3,14267.4,12953.4,11831.3,12764.8,16218.9,18320.1,19549.5,19386.2,17712,15464.4,13896,20102.7,24134.8,24398.7,22743.5,22409.6,21157.6,18739.9,17133.5,15771.5,18812.4,21750.3,24278.1,25880.6
57440.6,54817.9,47587,37375.2,31000.7,26587.9,26570.5,55116.3,76688.8,77198.2,66552.3,52041.5,40608.1,33050.4,27094.8,23336.5,55904.6,70112.1,69232.7,58852.6,55779.6,50965.5,46159.7,42458.1,34060.5,31910.9,31126.5,28843.9,28540.4,30034.4,36888.5,48773.9,43346.8,37235.8,40263.7,40671.8,32069.8,26219.8,20457.7,18366.8,17792.4,16485.6,15249.3,13818.6,12744.6,14112.4,16911.7,17905.2,17012.5,15439,13898.8,12394.3,11149.6,16986.3,20380.9,21519.4,20922.6,18917.5,17176.1,15332,13783.9,13741.6,16142.2,19051.9,21039.1,22483.5
45617.6,43011.2,39222.6,32093,26479.8,23024.8,21332,52637.7,72626.6,70563.1,58260.3,42864,33255.2,27462.9,24301.3,23227.6,45014.3,53741.4,53612.4,53476.2,52158.1,47451.5,44744.1,41391.4,34381.4,28879.3,26707.3,24360.8,26200.6,26353.1,29283.4,43357.4,38195.7,33910.4,31935.7,36006.9,29604.7,22662.5,17622.9,15205.4,14109.4,12727.9,11514.8,10425.4,9652.16,11176.9,14568.9,16820.1,17239.5,16325,15050.3,14142.7,13156.2,15770.3,16564.2,17871.4,18158.3,17406.6,16624.9,15626.7,14185.6,12945.4,15679.5,18631.4,21001.8,22702.8
41935.3,41359.2,40092.7,35720,30354.6,26987.9,25051.9,59203,76605.4,78943.7,66192.3,50534.4,38581.6,30548.1,26331.1,23741.1,52843.2,64840.5,62895.8,53616.8,47194.8,43560.7,37940.4,42461.5,38153.4,32687.2,28067.6,24928.9,25577.3,27326.7,30891.3,44784.3,44283.9,39433.9,39466,40441.1,32928,24509,18087.5,16162,15828.1,14250,12458.7,11350.3,10272.7,13862.7,17369.8,18141.1,17076.2,15167.6,12647.4,10917,10589.9,17407.3,20828.2,19993.5,18419.9,17809.2,17028,15378.3,13698.8,12513.1,14462,15967.6,15980.6,16306.6
56920.1,55842.8,47397.6,37718.5,29864.2,23609.1,19559.8,60597.9,83267.6,82156.6,65433.9,49258.6,36923.1,28098.4,23668.4,24974,49931.1,59666.2,63059.7,63369.8,56953.1,48987.3,40900.9,46195.3,42515.9,36398.9,34112.8,32343.8,29772.2,28320.5,32173,51994.3,45420.3,40650.9,43040.2,41607.5,32049.7,23893.8,17114.8,14804.6,13917,13016.4,11924.4,11053.5,10006.1,13101.2,17038,17878.8,17227.7,15751.7,13481.3,11877.7,11175.9,17439,20475.8,19245.6,18660,18065.9,16478.2,14924.8,14395.2,13892.5,16860.2,18671,18386.4,18284.9
55571.3,61178.8,58106.5,48500.7,39866.9,33516.2,28204.4,71707.9,95779.8,94371.4,79656.1,60570.8,45900.5,34962.4,27999.2,24042.7,58011.7,74174.2,73131.2,69245,64990.5,59745.9,51038.1,45617.4,40768,36913.7,35178.3,31818.6,28054.6,24455.2,36597.3,58668.8,55631.7,48087.5,54539.9,54359.4,43408,33452.9,25699.1,22209.1,21234.2,19898.5,17845.5,16580.4,14607.5,15656.4,21174.7,23371.5,22673.8,20350.2,16976.7,14314.9,12514.4,18011.9,22335.4,21475.6,21891.9,21207.4,19599.1,17488.1,16087.3,15701.2,19378.9,21570.1,21830.2,21864.7
57269.8,58820,51859.1,42082.4,33948,29049,26448.9,66148.8,87348.2,84821.5,69166.1,52023.3,39643.8,30830.9,26132,22438.9,56945.4,71556.2,72921,64844.2,62102.8,59636.9,52588.1,54012.9,48777.8,44174.9,40135,35708.1,31335.3,28031.5,40616.4,56318.6,48377.9,38935.4,45064.2,46455.4,38147.1,29927.7,22850.2,19028,17861.7,15901.8,14016.9,12803.5,11480.5,14292.8,17171.5,18009.8,17270.2,15790.8,13348.1,11043.4,9946.3,17004.2,20619.7,19669.3,17712.9,16560.1,15894.1,14689.2,13370.5,12710.6,13717,16389.4,16682.4,17059.6
